cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral
3,93929E+13;2020-10-12;true;8020002;OUTRAS ATIVIDADES DE SERVICOS DE SEGURANCA;SERVICOS ADMINISTRATIVOS;SERVICOS;45993264;TEIXEIRA DE FREITAS;BA;NORDESTE;SUL BAIANO;ATIVA
4,04498E+13;2021-01-18;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;4849026;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,29687E+13;2021-08-03;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;88240000;SAO JOAO BATISTA;SC;SUL;GRANDE FLORIANOPOLIS;ATIVA
4,7468E+13;2022-08-08;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;81480285;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
4,74986E+13;2022-08-10;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;89082415;INDAIAL;SC;SUL;VALE DO ITAJAI;ATIVA
1,65607E+12;1997-01-03;true;5620103;CANTINAS SERVICOS DE ALIMENTACAO PRIVATIVOS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;13720000;SAO JOSE DO RIO PARDO;SP;SUDESTE;CAMPINAS;ATIVA
4,3365E+13;2021-09-01;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;74440300;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
4,71561E+13;2022-07-14;true;5223100;ESTACIONAMENTO DE VEICULOS;TRANSPORTE;SERVICOS;6401000;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,65921E+13;2022-05-30;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;9844115;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,95187E+13;2018-01-24;true;8230002;CASAS DE FESTAS E EVENTOS;SERVICOS ADMINISTRATIVOS;SERVICOS;23914425;ANGRA DOS REIS;RJ;SUDESTE;SUL FLUMINENSE;ATIVA
1,38569E+13;2011-06-27;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;38061150;UBERABA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
1,17715E+13;2010-04-05;true;4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;VAREJO;COMERCIO;28010090;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;NORTE FLUMINENSE;ATIVA
3,27454E+13;2019-02-12;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;99200000;GUAPORE;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA
3,79879E+13;2020-08-05;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;96081220;PELOTAS;RS;SUL;SUDESTE RIO GRANDENSE;ATIVA
2,48534E+13;2016-05-23;true;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;VAREJO;COMERCIO;23815270;ITAGUAI;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,71503E+13;2020-05-15;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;78095280;CUIABA;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
2,11152E+13;2014-09-25;true;8592903;ENSINO DE MUSICA;SERVICOS DE EDUCACAO;SERVICOS;80630280;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
1,55444E+13;2012-05-16;true;1099607;FABRICACAO DE ALIMENTOS DIETETICOS E COMPLEMENTOS ALIMENTARES;BENS DE CONSUMO;INDUSTRIA;36062440;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;ATIVA
2,79145E+13;2017-06-07;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;54570000;CABO DE SANTO AGOSTINHO;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
2,51157E+13;2016-07-01;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;87025756;MARINGA;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
4,88599E+12;2002-02-04;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;63150000;CAMPOS SALES;CE;NORDESTE;SUL CEARENSE;ATIVA
3,04328E+13;2018-05-11;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;77803060;ARAGUAINA;TO;NORTE;OCIDENTAL DO TOCANTINS;ATIVA
2,24449E+13;2019-01-02;false;5223100;ESTACIONAMENTO DE VEICULOS;TRANSPORTE;SERVICOS;84010010;PONTA GROSSA;PR;SUL;CENTRO ORIENTAL PARANAENSE;ATIVA
3,38114E+13;2019-06-03;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;37615000;SENADOR AMARAL;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
3,75255E+13;2020-06-25;true;4541206;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA MOTOCICLETAS E MOTONETAS;VAREJO;COMERCIO;68660000;SAO MIGUEL DO GUAMA;PA;NORTE;NORDESTE PARAENSE;ATIVA
3,75658E+13;2020-06-30;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;56330310;PETROLINA;PE;NORDESTE;SAO FRANCISCO PERNAMBUCANO;ATIVA
3,67583E+13;2020-03-24;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;86010150;LONDRINA;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
9,02567E+13;1989-02-24;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;95590000;TRAMANDAI;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
1,88535E+13;2013-09-11;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;56308060;PETROLINA;PE;NORDESTE;SAO FRANCISCO PERNAMBUCANO;ATIVA
2,55246E+13;1988-12-21;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;31140030;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
6,38492E+13;1991-06-27;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;66060060;BELEM;PA;NORTE;METROPOLITANA DE BELEM;ATIVA
3,75608E+13;2020-06-29;true;7911200;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;69074410;MANAUS;AM;NORTE;CENTRO AMAZONENSE;ATIVA
1,1012E+13;2009-07-24;true;4686901;COMERCIO ATACADISTA DE PAPEL E PAPELAO EM BRUTO;ATACADO;COMERCIO;7230030;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,78839E+13;2022-09-08;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;40750098;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,78844E+13;2022-09-08;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;71258140;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
2,12413E+13;2014-10-16;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;9132600;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,27974E+13;2019-02-18;true;4923001;SERVICO DE TAXI;TRANSPORTE;SERVICOS;30840500;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
4,14051E+13;2021-03-30;true;1013901;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;INDUSTRIA;35182282;TIMOTEO;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
3,38784E+13;2019-06-10;true;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;72914505;AGUAS LINDAS DE GOIAS;GO;CENTRO-OESTE;LESTE GOIANO;ATIVA
1,12937E+13;2009-11-09;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;37757000;POCO FUNDO;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
1,46577E+13;2011-11-23;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;36087030;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;ATIVA
4,16575E+13;2021-04-21;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;13033050;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
4,15979E+13;2021-04-16;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;38406136;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
1,92043E+13;2013-11-06;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;90820200;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
1,6753E+13;2012-08-24;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;86900000;JANDAIA DO SUL;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
3,63918E+13;2020-02-17;true;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;12503840;GUARATINGUETA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
2,74031E+13;1983-07-12;false;2391501;BRITAMENTO DE PEDRAS EXCETO ASSOCIADO A EXTRACAO;QUIMICA-PETROQUIMICA;INDUSTRIA;20760000;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,77174E+13;2020-07-14;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;25720062;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
1,64249E+12;1997-02-04;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;64803335;FLORIANO;PI;NORDESTE;SUDOESTE PIAUIENSE;ATIVA
7,59575E+12;2005-08-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;68501570;MARABA;PA;NORTE;SUDESTE PARAENSE;ATIVA
2,05117E+13;2014-06-27;true;4713002;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMERCIO;74477335;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
1,79805E+13;2013-04-22;true;3831999;RECUPERACAO DE MATERIAIS METALICOS EXCETO ALUMINIO;SERVICOS DE SANEAMENTO BASICO;SERVICOS;79780000;BATAGUASSU;MS;CENTRO-OESTE;LESTE DE MATO GROSSO DO SUL;ATIVA
4,40106E+13;2021-10-25;true;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;2995300;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
9,47205E+13;1993-11-01;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;97501644;URUGUAIANA;RS;SUL;SUDOESTE RIO GRANDENSE;ATIVA
4,37456E+13;2021-10-02;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;6417030;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,26809E+13;2021-07-12;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;11910000;SETE BARRAS;SP;SUDESTE;LITORAL SUL PAULISTA;ATIVA
3,9242E+13;2020-09-29;true;1359600;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;TEXTEIS;INDUSTRIA;13275704;VALINHOS;SP;SUDESTE;CAMPINAS;ATIVA
1,54411E+13;2012-04-26;true;154700;CRIACAO DE SUINOS;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;18769899;CERQUEIRA CESAR;SP;SUDESTE;BAURU;ATIVA
4,3761E+13;2021-10-04;true;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS SUPERMERCADOS;VAREJO;COMERCIO;77249899;PALMAS;TO;NORTE;ORIENTAL DO TOCANTINS;ATIVA
4,05776E+13;2021-01-26;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;14031238;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
4,05814E+13;2021-01-27;true;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;27322370;BARRA MANSA;RJ;SUDESTE;SUL FLUMINENSE;ATIVA
2,12835E+13;2014-10-24;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;13335500;INDAIATUBA;SP;SUDESTE;CAMPINAS;ATIVA
1,35747E+13;2011-04-28;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;74290045;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
1,87693E+13;2013-08-15;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;82510000;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
4,59526E+13;2022-04-07;true;1749400;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS PAPEL CARTOLINA PAPEL CARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;PAPEL E CELULOSE;INDUSTRIA;80430200;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
3,70102E+13;2020-04-27;true;4789003;COMERCIO VAREJISTA DE OBJETOS DE ARTE;VAREJO;COMERCIO;31070470;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
1,36845E+13;2011-05-23;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;39480000;JANUARIA;MG;SUDESTE;NORTE DE MINAS;ATIVA
2,43682E+13;2016-03-11;true;1096100;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS;BENS DE CONSUMO;INDUSTRIA;35590000;LAGOA DA PRATA;MG;SUDESTE;CENTRAL MINEIRA;ATIVA
3,21027E+12;1999-05-13;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;93600320;ESTANCIA VELHA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
4,59976E+13;2022-04-12;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;57241004;SAO MIGUEL DOS CAMPOS;AL;NORDESTE;LESTE ALAGOANO;ATIVA
1,05721E+13;1996-07-29;false;8512100;EDUCACAO INFANTIL PRE ESCOLA;SERVICOS DE EDUCACAO;SERVICOS;56780000;TABIRA;PE;NORDESTE;SERTAO PERNAMBUCANO;ATIVA
3,73996E+13;2020-06-13;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;65919200;IMPERATRIZ;MA;NORDESTE;OESTE MARANHENSE;ATIVA
3,92558E+13;2020-09-30;true;4645101;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO CIRURGICO HOSPITALAR E DE LABORATORIOS;ATACADO;COMERCIO;17014020;BAURU;SP;SUDESTE;BAURU;ATIVA
2,45057E+13;2016-04-01;true;4634601;COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS;ATACADO;COMERCIO;68501523;MARABA;PA;NORTE;SUDESTE PARAENSE;ATIVA
2,1052E+12;1997-09-12;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;85903170;TOLEDO;PR;SUL;OESTE PARANAENSE;ATIVA
2,44184E+13;2016-03-18;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;40015090;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
1,67438E+13;2012-07-27;true;9411100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS;SERVICOS DIVERSOS;SERVICOS;74605010;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
3,21243E+13;1988-08-18;true;4635403;COMERCIO ATACADISTA DE BEBIDAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;ATACADO;COMERCIO;22281080;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,14462E+13;2018-09-06;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;30190008;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
5,49163E+13;1987-01-27;true;8411600;ADMINISTRACAO PUBLICA EM GERAL;SERVICOS DIVERSOS;SERVICOS;15980000;DOBRADA;SP;SUDESTE;ARARAQUARA;ATIVA
4,15733E+12;2000-11-20;true;8640204;SERVICOS DE TOMOGRAFIA;SERVICOS DE SAUDE;SERVICOS;41825000;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
3,33778E+13;2019-04-16;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;25010750;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,82685E+13;2020-08-22;true;8640204;SERVICOS DE TOMOGRAFIA;SERVICOS DE SAUDE;SERVICOS;22631903;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
1,91464E+13;2013-10-28;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;77470000;FORMOSO DO ARAGUAIA;TO;NORTE;OCIDENTAL DO TOCANTINS;ATIVA
7,86269E+13;1969-03-04;true;9601701;LAVANDERIAS;SERVICOS DIVERSOS;SERVICOS;86010460;LONDRINA;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
1,03753E+13;2008-09-30;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;37548970;CONCEICAO DOS OUROS;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
3,11507E+13;2018-08-08;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;59300000;CAICO;RN;NORDESTE;CENTRAL POTIGUAR;ATIVA
4,61432E+13;2022-04-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;45345000;JAGUAQUARA;BA;NORDESTE;CENTRO SUL BAIANO;ATIVA
1,42834E+13;2011-09-13;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;57442000;OLHO D AGUA DAS FLORES;AL;NORDESTE;SERTAO ALAGOANO;ATIVA
2,71086E+13;2017-02-14;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;39373000;MIRABELA;MG;SUDESTE;NORTE DE MINAS;ATIVA
3,01762E+12;1999-02-24;true;9412099;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;SERVICOS DIVERSOS;SERVICOS;85790970;CAPITAO LEONIDAS MARQUES;PR;SUL;OESTE PARANAENSE;ATIVA
3,26161E+13;2019-01-30;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;79084122;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;ATIVA
3,76556E+13;2020-07-08;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;85730000;PRANCHITA;PR;SUL;SUDOESTE PARANAENSE;ATIVA
3,33108E+13;2019-04-10;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;98920000;HORIZONTINA;RS;SUL;NOROESTE RIO GRANDENSE;ATIVA
3,4667E+13;2019-08-27;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;96760000;TAPES;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
4,22002E+13;2021-06-04;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;2306002;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,21688E+13;2021-06-01;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;22420010;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,21619E+13;2021-06-01;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;15407350;OLIMPIA;SP;SUDESTE;SAO JOSE DO RIO PRETO;ATIVA
1,29912E+13;2010-11-18;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;64045440;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;ATIVA
4,21998E+13;2021-06-04;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;13468573;AMERICANA;SP;SUDESTE;CAMPINAS;ATIVA
3,30987E+13;2009-04-22;false;6619399;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;BENS DE CAPITAL;SERVICOS;49025100;ARACAJU;SE;NORDESTE;LESTE SERGIPANO;ATIVA
2,04205E+13;2014-06-10;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;35164102;IPATINGA;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
3,77263E+13;2020-07-14;true;1340599;OUTROS SERVICOS DE ACABAMENTO EM FIOS TECIDOS ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;TEXTEIS;INDUSTRIA;4938150;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,83413E+13;2020-09-03;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;8737290;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,77474E+13;2020-07-16;true;1539400;FABRICACAO DE CALCADOS DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;BENS DE CONSUMO;INDUSTRIA;35668000;CONCEICAO DO PARA;MG;SUDESTE;OESTE DE MINAS;ATIVA
1,38482E+13;1989-11-13;true;8423000;JUSTICA;SERVICOS DIVERSOS;SERVICOS;1016040;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
7,75138E+12;2005-11-29;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;4427020;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,49189E+13;1994-02-01;false;1041400;FABRICACAO DE OLEOS VEGETAIS EM BRUTO EXCETO OLEO DE MILHO;BENS DE CONSUMO;INDUSTRIA;47820000;SAO DESIDERIO;BA;NORDESTE;EXTREMO OESTE BAIANO;ATIVA
2,26437E+13;2015-06-15;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;9070331;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
